frontier_id,symbol,de,source,license,review
128667051,LiveHecateSeaWorms,Live-Hecate-Seewürmer,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667052,HelvetitjPearls,Helvetitj-Perlen,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667053,HIP41181Squid,HIP-Proto-Kalmar,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667054,CoquimSpongiformVictuals,Coquim Schwammkost,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667055,AerialEdenApple,Eden-Luftäpfel,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667056,NeritusBerries,Neritus-Beeren,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667057,OchoengChillies,Ochoeng-Chili,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667058,DeuringasTruffles,Deuringas-Trüffel,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667059,HR7221Wheat,"""HR 7221"" Weizen",https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667060,JarouaRice,Jaroua-Reis,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667061,BelalansRayLeather,Belalans-Rochenleder,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667062,DamnaCarapaces,Damna-Schildpanzer,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667063,RapaBaoSnakeSkins,Rapa-Bao-Schlangenhäute,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667064,VanayequiRhinoFur,Vanayequi-Ceratomorpha-Fell,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667065,BastSnakeGin,Bast Snake Gin,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667066,ThrutisCream,Thrutis Cream,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667067,WulpaHyperboreSystems,Wulpa-Superbohrer-Systeme,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667068,AganippeRush,Aganippe-Hirnhetzer,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128667069,TerraMaterBloodBores,Terra-Mater-Berserker,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667070,HolvaDuellingBlades,Holva Duellierklingen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Retain broader blades designation rather than narrowing to swords.
128667071,KamorinHistoricWeapons,Kamorins historische Waffen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Keep unabbreviated name.
128667072,GilyaSignatureWeapons,Gilya-Signaturwaffen,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667073,DeltaPhoenicisPalms,Delta-Phönix-Palmen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667074,ToxandjiVirocide,Toxandji Virocide,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667075,XiheCompanions,Xihe Biomorphic Companions,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667076,SanumaMEAT,Sanuma-Dekorfleisch,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667077,EthgrezeTeaBuds,Ethgreze-Teeknospen,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667078,CeremonialHeikeTea,Heike-Zeremonientee,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667079,TanmarkTranquilTea,Tanmark-Besänftigungstee,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667080,AZCancriFormula42,AZ Cancri Formel 42,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667081,KamitraCigars,Kamitra-Zigarren,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667082,RusaniOldSmokey,Rusani Old Smokey,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128667083,YasoKondiLeaf,Yaso-Kondi-Blätter,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667084,ChateauDeAegaeon,Chateau De Aegaeon,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667085,WatersOfShintara,Shintara-Wasser,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,CMDRHelper editorial correction of proper-name typo Shinrarta to master Shintara; not an imported proprietary resource.
128667668,OphiuchiExinoArtefacts,Ophiuch-Exino-Artefakte,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667669,BakedGreebles,Gebackene Greebles,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667670,CetiAepyornisEgg,Aepyornis-Eier,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667671,SaxonWine,Sachsenwein,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667672,CentauriMegaGin,Centauri Mega Gin,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667673,AnduligaFireWorks,Anduliga-Feuerwerk,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667674,BankiAmphibiousLeather,Banki-Amphibienleder,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667675,CherbonesBloodCrystals,Cherbones-Blutkristalle,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667676,MotronaExperienceJelly,Motrona-Erfahrungsgel,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667677,GeawenDanceDust,Geawen-Tanzstaub,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667678,GerasianGueuzeBeer,Gersianisches Gueuze-Bier,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667679,HaidneBlackBrew,Haiden-Schwarzbier,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667680,HavasupaiDreamCatcher,Havasupai-Traumfänger,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667681,BurnhamBileDistillate,Burnham-Körpersaftdestillat,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128667682,HIPOrganophosphates,HIP-Organophosphate,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667683,JaradharrePuzzlebox,Jaradharre Puzzle-Box,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667684,KorroKungPellets,Korro-Kung-Pellets,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,CMDRHelper editorial correction Koro to master Korro; retain community compound.
128667685,LFTVoidExtractCoffee,Weltraumvakuum-Kaffee,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667686,HonestyPills,Ehrlichkeitspillen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667687,NonEuclidianExotanks,Nichteuklidische Exotanks,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667688,LTTHyperSweet,LTT-Hypersüße,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667689,MechucosHighTea,Mechucos-High-Tee,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667690,MedbStarlube,Medb-Sternschmiere,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667691,MokojingBeastFeast,Mokojing Monstermüsli,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667692,MukusubiiChitinOs,Mukusubii Chitin-os,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667693,MulachiGiantFungus,Mulachi-Riesenpilz,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667694,NgadandariFireOpals,Ngadandari-Feueropale,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667695,TiegfriesSynthSilk,Tiegfries-Synthetikseide,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667696,UzumokuLowGWings,Uzumoku Leichtkraftflügel,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667697,VHerculisBodyRub,V Herculis Körperschrubber,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667698,WheemeteWheatCakes,Wheemete Weizenküchlein,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667699,VegaSlimWeed,Vega-Schlankkraut,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667700,AltairianSkin,Altair-Haut,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667701,PavonisEarGrubs,Pavonis-Ohrenlarven,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128667702,JotunMookah,Jotun Mookah,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667703,GiantVerrix,Riesen-Verrix,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667704,IndiBourbon,Indi Bourbon,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667705,AroucaConventualSweets,Arouca-Klosterbonbons,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667706,TauriChimes,Tauri-Glockenspiel,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667707,ZeesszeAntGlue,Zeessze-Ameisenkleber,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667708,PantaaPrayerSticks,Pantaa-Weihrauchstöcke,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667709,FujinTea,Fujin-Tee,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667710,ChameleonCloth,Chamäleon-Kleidung,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667711,OrrerianViciousBrew,Orrerianisches Immerwach,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667712,UszaianTreeGrub,Uszaian-Baumlarven,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667713,MomusBogSpaniel,Momus-Sumpfspaniel,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667714,DisoMaCorn,Diso-Ma-Mais,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667715,LeestianEvilJuice,Leesti-Teufelssaft,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667716,BlueMilk,Azurmilch,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667717,AlienEggs,Ledrige Eier,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667718,AlyaBodilySoap,Alya-Körperseife,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667719,VidavantianLace,Vidava-Spitze,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128667728,ImperialSlaves,Imperiale Sklaven,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128667760,TransgenicOnionHead,Lucan Onionhead,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128668017,JaquesQuinentianStill,Jaques Quinent-Destille,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128668018,SoontillRelics,Soontill-Relikte,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128668547,UnknownArtifact,Thargoidensensor,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128668548,AiRelics,KI-Relikte,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128668549,Hafnium178,Hafnium 178,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128668551,Antiquities,Antiquitäten,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Explicit open-source name; sources agree where both exist. No exact local corroboration.
128668552,MilitaryIntelligence,Militärische Geheimdokumente,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Reviewed community alternative: prefer German compound spelling / terminology; no exact local corroboration.
128671119,Advert1,Ultrakompakte Prozessorprototypen,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128671443,SAP8CoreContainer,Container mit SAP 8-Kern,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
128671444,TrinketsOfFortune,Glücksbringer,https://github.com/EDCD/EDDI/blob/d3b964ea7c8bb959ad6537f55b308f293a326905/DataDefinitions/Properties/Commodities.de.resx,Apache-2.0,"Keep compact, established German label."
128672121,TheHuttonMug,Hutton-Becher,https://github.com/EDDiscovery/EliteDangerousCore/blob/c86bee245acd482dd68f7e445fd3e67d4dc99bb1/EliteDangerous/Translations/translation-deutsch-ed.tlp,Apache-2.0,Open-source value corroborated by German local Market observation; observation is not the distribution source.
